Iteration,TS_Mean,TS_Std,HS_Default_Mean,HS_Default_Std,HS_Tuned_Mean,HS_Tuned_Std
1,21.2,2.0976176963403,10.5,2.27303028283098,10.5,2.27303028283098
2,18.9,1.72884033065199,10.5,2.27303028283098,10.5,2.27303028283098
3,17.1,1.3703203194063,10.5,2.27303028283098,10.5,2.27303028283098
4,15.8,1.31656117720877,10.5,2.27303028283098,10.5,2.27303028283098
5,14.8,1.31656117720877,10.5,2.27303028283098,10.5,2.27303028283098
6,13.8,1.31656117720877,10.5,2.27303028283098,10.5,2.27303028283098
7,12.8,1.31656117720877,10.5,2.27303028283098,10.5,2.27303028283098
8,11.8,1.31656117720877,10.5,2.27303028283098,10.5,2.27303028283098
9,10.8,1.31656117720877,10.5,2.27303028283098,10.5,2.27303028283098
10,10,1.05409255338946,10.5,2.27303028283098,10.5,2.27303028283098
11,9.1,1.10050493461461,10.5,2.27303028283098,10.5,2.27303028283098
12,8.6,1.26491106406735,10.5,2.27303028283098,10.5,2.27303028283098
13,8.3,1.05934990547138,10.5,2.27303028283098,10.5,2.27303028283098
14,7.8,1.13529242439509,10.5,2.27303028283098,10.5,2.27303028283098
15,7.5,1.26929551764398,10.5,2.27303028283098,10.5,2.27303028283098
16,7.1,0.994428926011753,10.5,2.27303028283098,10.5,2.27303028283098
17,7,1.05409255338946,10.5,2.27303028283098,10.5,2.27303028283098
18,6.6,0.843274042711568,10.5,2.27303028283098,10.5,2.27303028283098
19,6.6,0.843274042711568,10.5,2.27303028283098,10.5,2.27303028283098
20,6.4,1.07496769977314,10.5,2.27303028283098,10.5,2.27303028283098
21,6,0.942809041582063,10.5,2.27303028283098,10.5,2.27303028283098
22,5.7,0.948683298050514,10.5,2.27303028283098,10.5,2.27303028283098
23,5.5,0.97182531580755,10.5,2.27303028283098,10.5,2.27303028283098
24,5.3,0.948683298050514,10.5,2.27303028283098,10.5,2.27303028283098
25,5.2,0.918936583472681,10.5,2.27303028283098,10.5,2.27303028283098
26,5.1,0.994428926011753,10.5,2.27303028283098,10.5,2.27303028283098
27,4.9,0.994428926011753,10.5,2.27303028283098,10.5,2.27303028283098
28,4.5,1.08012344973464,10.5,2.27303028283098,10.5,2.27303028283098
29,4.3,1.15950180872841,10.5,2.27303028283098,10.5,2.27303028283098
30,4.1,1.3703203194063,10.5,2.27303028283098,10.5,2.27303028283098
31,4,1.4142135623731,10.5,2.27303028283098,10.5,2.27303028283098
32,3.9,1.44913767461894,10.5,2.27303028283098,10.5,2.27303028283098
33,3.8,1.54919333848297,10.5,2.27303028283098,10.5,2.27303028283098
34,3.8,1.54919333848297,10.5,2.27303028283098,10.5,2.27303028283098
35,3.6,1.57762127549323,10.5,2.27303028283098,10.5,2.27303028283098
36,3.5,1.58113883008419,10.5,2.27303028283098,10.5,2.27303028283098
37,3.3,1.76698110409314,10.5,2.27303028283098,10.5,2.27303028283098
38,3.2,1.75119007154183,10.5,2.27303028283098,10.5,2.27303028283098
39,3.2,1.75119007154183,10.5,2.27303028283098,10.5,2.27303028283098
40,3,1.88561808316413,10.5,2.27303028283098,10.5,2.27303028283098
41,3,1.88561808316413,10.5,2.27303028283098,10.5,2.27303028283098
42,2.9,1.96920739836559,10.5,2.27303028283098,10.5,2.27303028283098
43,2.9,1.96920739836559,10.5,2.27303028283098,10.5,2.27303028283098
44,2.8,1.98885785202351,10.5,2.27303028283098,10.5,2.27303028283098
45,2.8,1.98885785202351,10.5,2.27303028283098,10.5,2.27303028283098
46,2.8,1.98885785202351,10.5,2.27303028283098,10.5,2.27303028283098
47,2.7,2.00277585143997,10.5,2.27303028283098,10.5,2.27303028283098
48,2.7,2.00277585143997,10.5,2.27303028283098,10.5,2.27303028283098
49,2.5,2.17306746840088,10.5,2.27303028283098,10.5,2.27303028283098
50,2.3,2.31180545125329,10.5,2.27303028283098,10.5,2.27303028283098
51,2.3,2.31180545125329,10.5,2.27303028283098,10.5,2.27303028283098
52,2.2,2.34757558155453,10.5,2.27303028283098,10.5,2.27303028283098
53,2.2,2.34757558155453,10.5,2.27303028283098,10.5,2.27303028283098
54,2,2.35702260395516,10.5,2.27303028283098,10.5,2.27303028283098
55,2,2.35702260395516,10.5,2.27303028283098,10.5,2.27303028283098
56,1.9,2.33095116493961,10.5,2.27303028283098,10.5,2.27303028283098
57,1.9,2.33095116493961,10.5,2.27303028283098,10.5,2.27303028283098
58,1.7,2.40601099101581,10.5,2.27303028283098,10.5,2.27303028283098
59,1.7,2.40601099101581,10.5,2.27303028283098,10.5,2.27303028283098
60,1.7,2.40601099101581,10.5,2.27303028283098,10.5,2.27303028283098
61,1.6,2.27058484879019,10.5,2.27303028283098,10.5,2.27303028283098
62,1.6,2.27058484879019,10.5,2.27303028283098,10.5,2.27303028283098
63,1.6,2.27058484879019,10.5,2.27303028283098,10.5,2.27303028283098
64,1.6,2.27058484879019,10.5,2.27303028283098,10.5,2.27303028283098
65,1.6,2.27058484879019,10.5,2.27303028283098,10.5,2.27303028283098
66,1.6,2.27058484879019,10.5,2.27303028283098,10.5,2.27303028283098
67,1.6,2.27058484879019,10.5,2.27303028283098,10.5,2.27303028283098
68,1.6,2.27058484879019,10.5,2.27303028283098,10.5,2.27303028283098
69,1.4,2.36643191323985,10.5,2.27303028283098,10.5,2.27303028283098
70,1.4,2.36643191323985,10.5,2.27303028283098,10.5,2.27303028283098
71,1.3,2.26323269290239,10.5,2.27303028283098,10.5,2.27303028283098
72,1.3,2.26323269290239,10.5,2.27303028283098,10.5,2.27303028283098
73,1.3,2.26323269290239,10.5,2.27303028283098,10.5,2.27303028283098
74,1.3,2.26323269290239,10.5,2.27303028283098,10.5,2.27303028283098
75,1.3,2.26323269290239,10.5,2.27303028283098,10.5,2.27303028283098
76,1.3,2.26323269290239,10.5,2.27303028283098,10.5,2.27303028283098
77,1.2,2.20100986922922,10.5,2.27303028283098,10.5,2.27303028283098
78,1.2,2.20100986922922,10.5,2.27303028283098,10.5,2.27303028283098
79,1.2,2.20100986922922,10.5,2.27303028283098,10.5,2.27303028283098
80,1.2,2.20100986922922,10.5,2.27303028283098,10.5,2.27303028283098
81,1.2,2.20100986922922,10.5,2.27303028283098,10.5,2.27303028283098
82,1.2,2.20100986922922,10.5,2.27303028283098,10.5,2.27303028283098
83,1.2,2.20100986922922,10.5,2.27303028283098,10.5,2.27303028283098
84,1.2,2.20100986922922,10.5,2.27303028283098,10.5,2.27303028283098
85,1.1,1.91195071996,10.5,2.27303028283098,10.5,2.27303028283098
86,1.1,1.91195071996,10.5,2.27303028283098,10.5,2.27303028283098
87,1,1.63299316185545,10.5,2.27303028283098,10.5,2.27303028283098
88,1,1.63299316185545,10.5,2.27303028283098,10.5,2.27303028283098
89,1,1.63299316185545,10.5,2.27303028283098,10.5,2.27303028283098
90,1,1.63299316185545,10.5,2.27303028283098,10.5,2.27303028283098
91,1,1.63299316185545,10.5,2.27303028283098,10.5,2.27303028283098
92,1,1.63299316185545,10.5,2.27303028283098,10.5,2.27303028283098
93,1,1.63299316185545,10.5,2.27303028283098,10.5,2.27303028283098
94,1,1.63299316185545,10.5,2.27303028283098,10.5,2.27303028283098
95,0.9,1.59513148186739,10.5,2.27303028283098,10.1,2.51440295541948
96,0.9,1.59513148186739,10.5,2.27303028283098,10.1,2.51440295541948
97,0.9,1.59513148186739,10.5,2.27303028283098,10.1,2.51440295541948
98,0.9,1.59513148186739,10.5,2.27303028283098,10.1,2.51440295541948
99,0.9,1.59513148186739,10.5,2.27303028283098,10.1,2.51440295541948
100,0.9,1.59513148186739,10.5,2.27303028283098,10.1,2.51440295541948
101,0.8,1.54919333848297,10.5,2.27303028283098,10.1,2.51440295541948
102,0.8,1.54919333848297,10.5,2.27303028283098,10.1,2.51440295541948
103,0.8,1.54919333848297,10.5,2.27303028283098,10.1,2.51440295541948
104,0.8,1.54919333848297,10.5,2.27303028283098,10.1,2.51440295541948
105,0.8,1.54919333848297,10.5,2.27303028283098,10.1,2.51440295541948
106,0.8,1.54919333848297,10.5,2.27303028283098,10.1,2.51440295541948
107,0.8,1.54919333848297,10.5,2.27303028283098,10.1,2.51440295541948
108,0.7,1.56702123647242,10.5,2.27303028283098,10.1,2.51440295541948
109,0.7,1.56702123647242,10.5,2.27303028283098,10.1,2.51440295541948
110,0.7,1.56702123647242,10.5,2.27303028283098,10.1,2.51440295541948
111,0.6,1.57762127549323,10.5,2.27303028283098,10.1,2.51440295541948
112,0.6,1.57762127549323,10.5,2.27303028283098,10.1,2.51440295541948
113,0.6,1.57762127549323,10.5,2.27303028283098,10.1,2.51440295541948
114,0.6,1.57762127549323,10.5,2.27303028283098,10.1,2.51440295541948
115,0.6,1.57762127549323,10.5,2.27303028283098,10.1,2.51440295541948
116,0.6,1.57762127549323,10.5,2.27303028283098,10.1,2.51440295541948
117,0.6,1.57762127549323,10.5,2.27303028283098,10.1,2.51440295541948
118,0.6,1.57762127549323,10.5,2.27303028283098,10.1,2.51440295541948
119,0.6,1.57762127549323,10.5,2.27303028283098,10.1,2.51440295541948
120,0.6,1.57762127549323,10.5,2.27303028283098,10.1,2.51440295541948
121,0.6,1.57762127549323,10.5,2.27303028283098,10.1,2.51440295541948
122,0.6,1.57762127549323,10.5,2.27303028283098,10,2.70801280154532
123,0.6,1.57762127549323,10.5,2.27303028283098,10,2.70801280154532
124,0.6,1.57762127549323,10.5,2.27303028283098,10,2.70801280154532
125,0.6,1.57762127549323,10.5,2.27303028283098,10,2.70801280154532
126,0.6,1.57762127549323,10.5,2.27303028283098,10,2.70801280154532
127,0.6,1.57762127549323,10.5,2.27303028283098,10,2.70801280154532
128,0.6,1.57762127549323,10.5,2.27303028283098,10,2.70801280154532
129,0.6,1.57762127549323,10.5,2.27303028283098,10,2.70801280154532
130,0.6,1.57762127549323,10.5,2.27303028283098,10,2.70801280154532
131,0.6,1.57762127549323,10.5,2.27303028283098,10,2.70801280154532
132,0.6,1.57762127549323,10.5,2.27303028283098,10,2.70801280154532
133,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
134,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
135,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
136,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
137,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
138,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
139,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
140,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
141,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
142,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
143,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
144,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
145,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
146,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
147,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
148,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
149,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
150,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
151,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
152,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
153,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
154,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
155,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
156,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
157,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
158,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
159,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
160,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
161,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
162,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
163,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
164,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
165,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
166,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
167,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
168,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
169,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
170,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
171,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
172,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
173,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
174,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
175,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
176,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
177,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
178,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
179,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
180,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
181,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
182,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
183,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
184,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
185,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
186,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
187,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
188,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
189,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
190,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
191,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
192,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
193,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
194,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
195,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
196,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
197,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
198,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
199,0.5,1.58113883008419,10.5,2.27303028283098,9.7,2.86937856222098
200,0.5,1.58113883008419,10.5,2.27303028283098,9.6,2.98886823619465
201,0.5,1.58113883008419,10.5,2.27303028283098,9.6,2.98886823619465
202,0.5,1.58113883008419,10.5,2.27303028283098,9.6,2.98886823619465
203,0.5,1.58113883008419,10.5,2.27303028283098,9.6,2.98886823619465
204,0.5,1.58113883008419,10.5,2.27303028283098,9.4,3.3065591380366
205,0.5,1.58113883008419,10.5,2.27303028283098,9.4,3.3065591380366
206,0.5,1.58113883008419,10.5,2.27303028283098,9.4,3.3065591380366
207,0.5,1.58113883008419,10.5,2.27303028283098,9.4,3.3065591380366
208,0.5,1.58113883008419,10.5,2.27303028283098,9.4,3.3065591380366
209,0.5,1.58113883008419,10.5,2.27303028283098,9.4,3.3065591380366
210,0.5,1.58113883008419,10.5,2.27303028283098,9.4,3.3065591380366
211,0.5,1.58113883008419,10.5,2.27303028283098,9.4,3.3065591380366
212,0.5,1.58113883008419,10.5,2.27303028283098,9.4,3.3065591380366
213,0.5,1.58113883008419,10.5,2.27303028283098,9.4,3.3065591380366
214,0.5,1.58113883008419,10.5,2.27303028283098,9.4,3.3065591380366
215,0.5,1.58113883008419,10.5,2.27303028283098,9.4,3.3065591380366
216,0.5,1.58113883008419,10.5,2.27303028283098,9.4,3.3065591380366
217,0.5,1.58113883008419,10.5,2.27303028283098,9.4,3.3065591380366
218,0.5,1.58113883008419,10.5,2.27303028283098,9.4,3.3065591380366
219,0.5,1.58113883008419,10.5,2.27303028283098,9.4,3.3065591380366
220,0.5,1.58113883008419,10.5,2.27303028283098,9.4,3.3065591380366
221,0.5,1.58113883008419,10.5,2.27303028283098,9.4,3.3065591380366
222,0.5,1.58113883008419,10.5,2.27303028283098,9.4,3.3065591380366
223,0.5,1.58113883008419,10.5,2.27303028283098,9.4,3.3065591380366
224,0.5,1.58113883008419,10.5,2.27303028283098,9.4,3.3065591380366
225,0.5,1.58113883008419,10.5,2.27303028283098,9.4,3.3065591380366
226,0.5,1.58113883008419,10.5,2.27303028283098,9.4,3.3065591380366
227,0.5,1.58113883008419,10.5,2.27303028283098,9.4,3.3065591380366
228,0.5,1.58113883008419,10.5,2.27303028283098,9.4,3.3065591380366
229,0.5,1.58113883008419,10.5,2.27303028283098,9.4,3.3065591380366
230,0.5,1.58113883008419,10.5,2.27303028283098,9.4,3.3065591380366
231,0.5,1.58113883008419,10.5,2.27303028283098,9.4,3.3065591380366
232,0.5,1.58113883008419,10.5,2.27303028283098,9.4,3.3065591380366
233,0.5,1.58113883008419,10.5,2.27303028283098,9.4,3.3065591380366
234,0.5,1.58113883008419,10.5,2.27303028283098,9.4,3.3065591380366
235,0.5,1.58113883008419,10.5,2.27303028283098,9.4,3.3065591380366
236,0.5,1.58113883008419,10.5,2.27303028283098,9.4,3.3065591380366
237,0.5,1.58113883008419,10.5,2.27303028283098,9.4,3.3065591380366
238,0.5,1.58113883008419,10.5,2.27303028283098,9.4,3.3065591380366
239,0.5,1.58113883008419,10.5,2.27303028283098,9.4,3.3065591380366
240,0.5,1.58113883008419,10.5,2.27303028283098,9.4,3.3065591380366
241,0.5,1.58113883008419,10.5,2.27303028283098,9.4,3.3065591380366
242,0.5,1.58113883008419,10.5,2.27303028283098,9.3,3.46570499481867
243,0.5,1.58113883008419,10.5,2.27303028283098,9.3,3.46570499481867
244,0.5,1.58113883008419,10.5,2.27303028283098,9.3,3.46570499481867
245,0.5,1.58113883008419,10.5,2.27303028283098,9.2,3.55277669185979
246,0.5,1.58113883008419,10.5,2.27303028283098,9.2,3.55277669185979
247,0.5,1.58113883008419,10.5,2.27303028283098,9.2,3.55277669185979
248,0.5,1.58113883008419,10.5,2.27303028283098,9.1,3.66515120197426
249,0.5,1.58113883008419,10.5,2.27303028283098,9,3.82970843102535
250,0.5,1.58113883008419,10.5,2.27303028283098,9,3.82970843102535
251,0.5,1.58113883008419,10.5,2.27303028283098,9,3.82970843102535
252,0.5,1.58113883008419,10.5,2.27303028283098,9,3.82970843102535
253,0.5,1.58113883008419,10.5,2.27303028283098,9,3.82970843102535
254,0.5,1.58113883008419,10.5,2.27303028283098,9,3.82970843102535
255,0.5,1.58113883008419,10.5,2.27303028283098,9,3.82970843102535
256,0.5,1.58113883008419,10.5,2.27303028283098,9,3.82970843102535
257,0.5,1.58113883008419,10.5,2.27303028283098,9,3.82970843102535
258,0.5,1.58113883008419,10.5,2.27303028283098,9,3.82970843102535
259,0.5,1.58113883008419,10.5,2.27303028283098,9,3.82970843102535
260,0.5,1.58113883008419,10.5,2.27303028283098,9,3.82970843102535
261,0.5,1.58113883008419,10.5,2.27303028283098,9,3.82970843102535
262,0.5,1.58113883008419,10.5,2.27303028283098,9,3.82970843102535
263,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
264,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
265,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
266,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
267,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
268,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
269,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
270,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
271,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
272,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
273,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
274,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
275,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
276,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
277,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
278,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
279,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
280,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
281,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
282,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
283,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
284,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
285,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
286,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
287,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
288,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
289,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
290,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
291,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
292,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
293,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
294,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
295,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
296,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
297,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
298,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
299,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
300,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
301,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
302,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
303,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
304,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
305,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
306,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
307,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
308,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
309,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
310,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
311,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
312,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
313,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
314,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
315,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
316,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
317,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
318,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
319,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
320,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
321,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
322,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
323,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
324,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
325,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
326,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
327,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
328,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
329,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
330,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
331,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
332,0.5,1.58113883008419,10.5,2.27303028283098,8.9,3.95671019352638
